polymer,span_L,n_repeats,oligomer,oligomer_cp_mapped,cp_span_measured,cp_span_expected,span_ok,status
*c1ccc(/C=C2\C(=O)N(C)c3cc4c(cc32)N(C)C(=O)/C4=C\c2ccc(-c3ccc(-c4ccc(*)s4)s3)s2)s1,19,1,CN1C(=O)/C(=C\c2cccs2)c2cc3c(cc21)/C(=C/c1ccc(-c2ccc(-c4cccs4)s2)s1)C(=O)N3C,CN1C(=O)/C(=C\c2ccc(-c3ccc(-c4cc[cH:2]s4)s3)s2)c2cc3c(cc21)/C(=C/c1cc[cH:1]s1)C(=O)N3C,19,19,True,ok
*c1ccc(/C=C2\C(=O)N(C)c3cc4c(cc32)N(C)C(=O)/C4=C\c2ccc(-c3ccc(*)s3)s2)s1,16,1,CN1C(=O)/C(=C\c2cccs2)c2cc3c(cc21)/C(=C/c1ccc(-c2cccs2)s1)C(=O)N3C,CN1C(=O)/C(=C\c2ccc(-c3cc[cH:2]s3)s2)c2cc3c(cc21)/C(=C/c1cc[cH:1]s1)C(=O)N3C,16,16,True,ok
*c1ccc(-c2ccc(-c3cc4c(OC)nc5cc6c(cc5c4s3)nc(OC)c3cc(*)sc36)s2)s1,15,1,COc1nc2cc3c(cc2c2sccc12)nc(OC)c1cc(-c2ccc(-c4cccs4)s2)sc13,COc1nc2cc3c(cc2c2sc(-c4ccc(-c5cc[cH:1]s5)s4)cc12)nc(OC)c1c[cH:2]sc13,15,15,True,ok
*c1ccc(-c2ccc(-c3nc4c5c6c(c7sc(-c8ccc(*)cc8)nc7c7c6c(c4s3)C(=O)N(C)C7=O)C(=O)N(C)C5=O)cc2)cc1,20,1,CN1C(=O)c2c3nc(-c4ccccc4)sc3c3c4c(c5nc(-c6ccc(-c7ccccc7)cc6)sc5c(c24)C1=O)C(=O)N(C)C3=O,CN1C(=O)c2c3nc(-c4ccc(-c5cc[cH:1]cc5)cc4)sc3c3c4c(c5nc(-c6cc[cH:2]cc6)sc5c(c24)C1=O)C(=O)N(C)C3=O,20,20,True,ok
*c1ccc(-c2nc3c4c5c(c6sc(-c7ccc(-c8ccc(*)s8)cc7)nc6c6c5c(c3s2)C(=O)N(C)C6=O)C(=O)N(C)C4=O)cc1,19,1,CN1C(=O)c2c3nc(-c4ccccc4)sc3c3c4c(c5nc(-c6ccc(-c7cccs7)cc6)sc5c(c24)C1=O)C(=O)N(C)C3=O,CN1C(=O)c2c3nc(-c4ccc(-c5cc[cH:2]s5)cc4)sc3c3c4c(c5nc(-c6cc[cH:1]cc6)sc5c(c24)C1=O)C(=O)N(C)C3=O,19,19,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(-c6ccc(-c7ccc(*)[se]7)[se]6)[se]5)s4)=C3C(=O)N2C)s1,18,1,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6ccc[se]6)[se]5)[se]4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(-c3ccc(-c4cc[cH:2][se]4)[se]3)[se]2)s1,18,18,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(-c6ccc(-c7ccc(*)s7)[se]6)s5)s4)=C3C(=O)N2C)s1,18,1,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6cccs6)[se]5)s4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(-c3ccc(-c4cc[cH:2]s4)[se]3)s2)s1,18,18,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(-c6ccc(-c7ccc(*)s7)s6)s5)s4)=C3C(=O)N2C)s1,18,1,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6cccs6)s5)s4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(-c3ccc(-c4cc[cH:2]s4)s3)s2)s1,18,18,True,ok
*c1ccc(-c2ccc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(*)[se]6)=C5C(=O)N4C)[se]3)s2)s1,15,1,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cccs5)s4)[se]3)N(C)C(=O)C2=C1c1ccc[se]1,CN1C(=O)C2=C(c3cc[cH:2][se]3)N(C)C(=O)C2=C1c1ccc(-c2ccc(-c3cc[cH:1]s3)s2)[se]1,15,15,True,ok
*c1ccc(/C=C/c2ccc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(*)[se]6)=C5C(=O)N4C)[se]3)s2)s1,17,1,CN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/c5cccs5)s4)[se]3)N(C)C(=O)C2=C1c1ccc[se]1,CN1C(=O)C2=C(c3cc[cH:2][se]3)N(C)C(=O)C2=C1c1ccc(-c2ccc(/C=C/c3cc[cH:1]s3)s2)[se]1,17,17,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(-c6ccc(*)[se]6)[se]5)[se]4)=C3C(=O)N2C)[se]1,15,1,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc[se]5)[se]4)[se]3)N(C)C(=O)C2=C1c1ccc[se]1,CN1C(=O)C2=C(c3cc[cH:1][se]3)N(C)C(=O)C2=C1c1ccc(-c2ccc(-c3cc[cH:2][se]3)[se]2)[se]1,15,15,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)Oc2cc3c(cc21)OC(=O)/C3=C1/C(=O)N(C)c2cc(-c3ccc(/C=C/c4ccc(*)s4)s3)ccc21,23,1,CN1C(=O)/C(=C2/C(=O)Oc3cc4c(cc32)OC(=O)/C4=C2/C(=O)N(C)c3cc(-c4ccc(/C=C/c5cccs5)s4)ccc32)c2ccccc21,CN1C(=O)/C(=C2/C(=O)Oc3cc4c(cc32)OC(=O)/C4=C2/C(=O)N(C)c3c[cH:1]ccc32)c2ccc(-c3ccc(/C=C/c4cc[cH:2]s4)s3)cc21,23,23,True,ok
*c1ccc(C2=c3cc4c(cc3N(C)C2=O)=C(c2ccc(-c3ccc(-c5ccc(*)s5)s3)cc2)C(=O)N4C)cc1,19,1,CN1C(=O)C(c2ccccc2)=c2cc3c(cc21)=C(c1ccc(-c2ccc(-c4cccs4)s2)cc1)C(=O)N3C,CN1C(=O)C(c2ccc(-c3ccc(-c4cc[cH:2]s4)s3)cc2)=c2cc3c(cc21)=C(c1cc[cH:1]cc1)C(=O)N3C,19,19,True,ok
*c1ccc(C2=c3cc4c(cc3N(C)C2=O)=C(c2ccc(-c3cc5sc(*)cc5s3)cc2)C(=O)N4C)cc1,18,1,CN1C(=O)C(c2ccccc2)=c2cc3c(cc21)=C(c1ccc(-c2cc4sccc4s2)cc1)C(=O)N3C,CN1C(=O)C(c2ccc(-c3cc4s[cH:2]cc4s3)cc2)=c2cc3c(cc21)=C(c1cc[cH:1]cc1)C(=O)N3C,18,18,True,ok
*c1ccc(C2=c3cc4c(cc3N(C)C2=O)=C(c2ccc(-c3ccc(/C=C/c5ccc(*)s5)s3)cc2)C(=O)N4C)cc1,21,1,CN1C(=O)C(c2ccccc2)=c2cc3c(cc21)=C(c1ccc(-c2ccc(/C=C/c4cccs4)s2)cc1)C(=O)N3C,CN1C(=O)C(c2ccc(-c3ccc(/C=C/c4cc[cH:2]s4)s3)cc2)=c2cc3c(cc21)=C(c1cc[cH:1]cc1)C(=O)N3C,21,21,True,ok
*c1ccc(C2=c3cc4c(cc3N(C)C2=O)=C(c2ccc(-c3cc5c(s3)-c3sc(*)cc3C5(C)C)cc2)C(=O)N4C)cc1,19,1,CN1C(=O)C(c2ccccc2)=c2cc3c(cc21)=C(c1ccc(-c2cc4c(s2)-c2sccc2C4(C)C)cc1)C(=O)N3C,CN1C(=O)C(c2ccc(-c3cc4c(s3)-c3s[cH:2]cc3C4(C)C)cc2)=c2cc3c(cc21)=C(c1cc[cH:1]cc1)C(=O)N3C,19,19,True,ok
*c1ccc(-c2c(C#N)c(C#N)c(-c3ccc(-c4c[c]5c(s4)-c4sc(*)c[c]4[Ge]5([CH3])[CH3])s3)c3nsnc23)s1,15,1,[CH3][Ge]1([CH3])[c]2ccsc2-c2sc(-c3ccc(-c4c(C#N)c(C#N)c(-c5cccs5)c5nsnc45)s3)c[c]21,[CH3][Ge]1([CH3])[c]2cc(-c3ccc(-c4c(C#N)c(C#N)c(-c5cc[cH:1]s5)c5nsnc45)s3)sc2-c2s[cH:2]c[c]21,15,15,True,ok
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4c[c]5c(s4)-c4sc(*)c[c]4[Ge]5([CH3])[CH3])s3)c3nsnc23)s1,15,1,[CH3][Ge]1([CH3])[c]2ccsc2-c2sc(-c3ccc(-c4c(F)c(F)c(-c5cccs5)c5nsnc45)s3)c[c]21,[CH3][Ge]1([CH3])[c]2cc(-c3ccc(-c4c(F)c(F)c(-c5cc[cH:1]s5)c5nsnc45)s3)sc2-c2s[cH:2]c[c]21,15,15,True,ok
*c1ccc(-c2c(C#N)c(C#N)c(-c3ccc(-c4cc5c(s4)-c4cc6c(cc4C5(C)C)-c4sc(*)cc4C6(C)C)s3)c3nsnc23)s1,19,1,CC1(C)c2cc3c(cc2-c2sccc21)C(C)(C)c1cc(-c2ccc(-c4c(C#N)c(C#N)c(-c5cccs5)c5nsnc45)s2)sc1-3,CC1(C)c2cc3c(cc2-c2sc(-c4ccc(-c5c(C#N)c(C#N)c(-c6cc[cH:1]s6)c6nsnc56)s4)cc21)C(C)(C)c1c[cH:2]sc1-3,19,19,True,ok
*c1cc2c(s1)-c1sc(-c3ccc(*)c4nsnc34)cc1C2(C)C,9,2,CC1(C)c2ccsc2-c2sc(-c3ccc(-c4cc5c(s4)-c4sc(-c6cccc7nsnc67)cc4C5(C)C)c4nsnc34)cc21,CC1(C)c2cc(-c3ccc(-c4cc5c(s4)-c4s[cH:1]cc4C5(C)C)c4nsnc34)sc2-c2sc(-c3cc[cH:2]c4nsnc34)cc21,19,19,True,ok
*c1cc2c(s1)-c1sc(-c3cc(F)c(*)c4nsnc34)cc1C2(C)C,9,2,CC1(C)c2ccsc2-c2sc(-c3cc(F)c(-c4cc5c(s4)-c4sc(-c6cc(F)cc7nsnc67)cc4C5(C)C)c4nsnc34)cc21,CC1(C)c2cc(-c3c(F)cc(-c4cc5c(s4)-c4s[cH:1]cc4C5(C)C)c4nsnc34)sc2-c2sc(-c3cc(F)[cH:2]c4nsnc34)cc21,19,19,True,ok
*c1cc2c(s1)-c1sc(-c3c(F)cc(-c4cc5c(s4)-c4sc(-c6cc(F)c(*)c7nsnc67)cc4C5(C)C)c4nsnc34)cc1C2(C)C,19,1,CC1(C)c2cc(-c3cc(F)cc4nsnc34)sc2-c2sc(-c3cc(F)c(-c4cc5c(s4)-c4sccc4C5(C)C)c4nsnc34)cc21,CC1(C)c2cc(-c3cc(F)c(-c4cc5c(s4)-c4s[cH:1]cc4C5(C)C)c4nsnc34)sc2-c2sc(-c3cc(F)[cH:2]c4nsnc34)cc21,19,19,True,ok
*c1cc2c(s1)/C(=C1\C(=O)Oc3cc4c(cc31)OC(=O)/C4=C1/C(=O)N(C)c3cc(-c4cc(C)c(-c5sc(*)cc5C)s4)sc31)C(=O)N2C,19,1,Cc1ccsc1-c1sc(-c2cc3c(s2)/C(=C2\C(=O)Oc4cc5c(cc42)OC(=O)/C5=C2/C(=O)N(C)c4ccsc42)C(=O)N3C)cc1C,Cc1cc(-c2cc3c(s2)/C(=C2\C(=O)Oc4cc5c(cc42)OC(=O)/C5=C2/C(=O)N(C)c4c[cH:1]sc42)C(=O)N3C)sc1-c1s[cH:2]cc1C,19,19,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc(OC)c(-c6sc(*)cc6OC)s5)cn4)=C3C(=O)N2C)nc1,17,1,COc1ccsc1-c1sc(-c2ccc(C3=C4C(=O)N(C)C(c5ccccn5)=C4C(=O)N3C)nc2)cc1OC,COc1cc(-c2ccc(C3=C4C(=O)N(C)C(c5cc[cH:1]cn5)=C4C(=O)N3C)nc2)sc1-c1s[cH:2]cc1OC,17,17,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc6c(-c7ccc(C)s7)c7sc(*)cc7c(-c7ccc(C)s7)c6s5)cn4)=C3C(=O)N2C)nc1,18,1,Cc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(C)C(c7ccccn7)=C6C(=O)N5C)nc4)sc3c(-c3ccc(C)s3)c3ccsc23)s1,Cc1ccc(-c2c3c[cH:2]sc3c(-c3ccc(C)s3)c3cc(-c4ccc(C5=C6C(=O)N(C)C(c7cc[cH:1]cn7)=C6C(=O)N5C)nc4)sc23)s1,18,18,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)s5)cn4)=C3C(=O)N2C)nc1.C,14,1,C.CN1C(=O)C2=C(c3ccc(-c4cccs4)cn3)N(C)C(=O)C2=C1c1ccccn1,C.CN1C(=O)C2=C(c3cc[cH:1]cn3)N(C)C(=O)C2=C1c1ccc(-c2cc[cH:2]s2)cn1,14,14,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(*)c6nsnc56)cn4)=C3C(=O)N2C)nc1,15,1,CN1C(=O)C2=C(c3ccc(-c4cccc5nsnc45)cn3)N(C)C(=O)C2=C1c1ccccn1,CN1C(=O)C2=C(c3cc[cH:1]cn3)N(C)C(=O)C2=C1c1ccc(-c2cc[cH:2]c3nsnc23)cn1,15,15,True,ok
*c1ccc(-c2ccc(-c3cc4c5cc(C)sc5c5cc6c(cc5c4s3)c3sc(C)cc3c3cc(*)sc36)s2)s1,15,1,Cc1cc2c3ccsc3c3cc4c(cc3c2s1)c1sc(-c2ccc(-c3cccs3)s2)cc1c1cc(C)sc14,Cc1cc2c3cc(-c4ccc(-c5cc[cH:1]s5)s4)sc3c3cc4c(cc3c2s1)c1s[cH:2]cc1c1cc(C)sc41,15,15,True,ok
*c1cc2sc(-c3cc4c5cc(C)sc5c5cc6c(cc5c4s3)c3sc(C)cc3c3cc(*)sc36)cc2s1,14,1,Cc1cc2c3ccsc3c3cc4c(cc3c2s1)c1sc(-c2cc3sccc3s2)cc1c1cc(C)sc14,Cc1cc2c3cc(-c4cc5s[cH:1]cc5s4)sc3c3cc4c(cc3c2s1)c1s[cH:2]cc1c1cc(C)sc41,14,14,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc(*)c(C#N)c5C#N)s4)=C3C(=O)N2C)s1,12,2,CN1C(=O)C2=C(c3ccc(-c4sc(-c5ccc(C6=C7C(=O)N(C)C(c8ccc(-c9scc(C#N)c9C#N)s8)=C7C(=O)N6C)s5)c(C#N)c4C#N)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3ccc(-c4s[cH:2]c(C#N)c4C#N)s3)N(C)C(=O)C2=C1c1ccc(-c2sc(-c3ccc(C4=C5C(=O)N(C)C(c6cc[cH:1]s6)=C5C(=O)N4C)s3)c(C#N)c2C#N)s1,25,25,True,ok
*c1ccc(-c2ccc(-c3sc(-c4sc(*)c5c4C(=O)N(C)C5=O)c4c3C(=O)N(C)C4=O)s2)s1,11,2,CN1C(=O)c2csc(-c3sc(-c4ccc(-c5ccc(-c6sc(-c7sc(-c8ccc(-c9cccs9)s8)c8c7C(=O)N(C)C8=O)c7c6C(=O)N(C)C7=O)s5)s4)c4c3C(=O)N(C)C4=O)c2C1=O,CN1C(=O)c2c(-c3ccc(-c4ccc(-c5sc(-c6s[cH:2]c7c6C(=O)N(C)C7=O)c6c5C(=O)N(C)C6=O)s4)s3)sc(-c3sc(-c4ccc(-c5cc[cH:1]s5)s4)c4c3C(=O)N(C)C4=O)c2C1=O,23,23,True,ok
*c1ccc(-c2ccc(-c3ccc(-c4sc(-c5sc(-c6ccc(*)s6)c6c5C(=O)N(C)C6=O)c5c4C(=O)N(C)C5=O)s3)s2)s1,17,1,CN1C(=O)c2c(-c3cccs3)sc(-c3sc(-c4ccc(-c5ccc(-c6cccs6)s5)s4)c4c3C(=O)N(C)C4=O)c2C1=O,CN1C(=O)c2c(-c3ccc(-c4ccc(-c5cc[cH:1]s5)s4)s3)sc(-c3sc(-c4cc[cH:2]s4)c4c3C(=O)N(C)C4=O)c2C1=O,17,17,True,ok
*c1ccc(-c2ccc(-c3cc(C)c(-c4sc(-c5sc(-c6sc(*)cc6C)c6c5C(=O)N(C)C6=O)c5c4C(=O)N(C)C5=O)s3)s2)s1,17,1,Cc1ccsc1-c1sc(-c2sc(-c3sc(-c4ccc(-c5cccs5)s4)cc3C)c3c2C(=O)N(C)C3=O)c2c1C(=O)N(C)C2=O,Cc1cc(-c2ccc(-c3cc[cH:1]s3)s2)sc1-c1sc(-c2sc(-c3s[cH:2]cc3C)c3c2C(=O)N(C)C3=O)c2c1C(=O)N(C)C2=O,17,17,True,ok
*c1ccc(-c2ccc(-c3cc4c(=O)n(C)c5cc6c7sc(*)cc7c(=O)n(C)c6cc5c4s3)s2)s1,15,1,Cn1c(=O)c2ccsc2c2cc3c(cc21)c1sc(-c2ccc(-c4cccs4)s2)cc1c(=O)n3C,Cn1c(=O)c2cc(-c3ccc(-c4cc[cH:1]s4)s3)sc2c2cc3c(cc21)c1s[cH:2]cc1c(=O)n3C,15,15,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(-c6ccc(-c7ccc(*)s7)cc6)s5)s4)=C3C(=O)N2C)s1,19,1,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6cccs6)cc5)s4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(-c3ccc(-c4cc[cH:2]s4)cc3)s2)s1,19,19,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(-c6cc(F)c(-c7ccc(*)s7)cc6F)s5)s4)=C3C(=O)N2C)s1,19,1,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cc(F)c(-c6cccs6)cc5F)s4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(-c3cc(F)c(-c4cc[cH:2]s4)cc3F)s2)s1,19,19,True,ok
*c1cc2c3[n+](c1)[B-](F)(F)N(C)c1cc(-c4ccc(/C=C/c5ccc(*)s5)s4)c[n+](c1-3)[B-](F)(F)N2C,15,1,CN1c2cc(-c3ccc(/C=C/c4cccs4)s3)c[n+]3c2-c2c(ccc[n+]2[B-]1(F)F)N(C)[B-]3(F)F,CN1c2c[cH:1]c[n+]3c2-c2c(cc(-c4ccc(/C=C/c5cc[cH:2]s5)s4)c[n+]2[B-]1(F)F)N(C)[B-]3(F)F,15,15,True,ok
*c1cc2c3[n+](c1)[B-](F)(F)N(C)c1cc(-c4ccc(-c5ccc(*)s5)s4)c[n+](c1-3)[B-](F)(F)N2C,13,1,CN1c2cc(-c3ccc(-c4cccs4)s3)c[n+]3c2-c2c(ccc[n+]2[B-]1(F)F)N(C)[B-]3(F)F,CN1c2c[cH:1]c[n+]3c2-c2c(cc(-c4ccc(-c5cc[cH:2]s5)s4)c[n+]2[B-]1(F)F)N(C)[B-]3(F)F,13,13,True,ok
*/C=C/c1sc(-c2cc3c(=O)oc(-c4cc(C)c(*)s4)cc3c(=O)o2)cc1C,13,1,C=Cc1sc(-c2cc3c(=O)oc(-c4cc(C)cs4)cc3c(=O)o2)cc1C,Cc1cc(-c2cc3c(=O)oc(-c4cc(C)[cH:2]s4)cc3c(=O)o2)sc1C=[CH2:1],13,13,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(/C=C/c6ccc(*)c(F)c6F)c(F)c5F)s4)=C3C(=O)N2C)s1,19,1,CN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/c5cccc(F)c5F)c(F)c4F)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(/C=C/c3cc[cH:2]c(F)c3F)c(F)c2F)s1,19,19,True,ok
*c1cc(F)c(/C=C/c2c(F)cc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(*)s6)=C5C(=O)N4C)s3)cc2F)c(F)c1,19,1,CN1C(=O)C2=C(c3ccc(-c4cc(F)c(/C=C/c5c(F)cccc5F)c(F)c4)s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:2]s3)N(C)C(=O)C2=C1c1ccc(-c2cc(F)c(/C=C/c3c(F)c[cH:1]cc3F)c(F)c2)s1,19,19,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1C=C/C(=C2C=C/C(=C3\C(=O)N(C)c4cc(-c5ccc(-c6ccc(*)s6)s5)ccc43)S/2(=O)=O)S\1(=O)=O,21,1,CN1C(=O)/C(=C2\C=C/C(=C3/C=C/C(=C4\C(=O)N(C)c5cc(-c6ccc(-c7cccs7)s6)ccc54)S3(=O)=O)S2(=O)=O)c2ccccc21,CN1C(=O)/C(=C2\C=C/C(=C3/C=C/C(=C4\C(=O)N(C)c5c[cH:1]ccc54)S3(=O)=O)S2(=O)=O)c2ccc(-c3ccc(-c4cc[cH:2]s4)s3)cc21,21,21,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc(C)c(-c6cc7sc(-c8sc(*)cc8C)cc7s6)s5)nc4)=C3C(=O)N2C)cn1,22,1,Cc1ccsc1-c1cc2sc(-c3sc(-c4ccc(C5=C6C(=O)N(C)C(c7cccnc7)=C6C(=O)N5C)cn4)cc3C)cc2s1,Cc1cc(-c2ccc(C3=C4C(=O)N(C)C(c5cc[cH:1]nc5)=C4C(=O)N3C)cn2)sc1-c1cc2sc(-c3s[cH:2]cc3C)cc2s1,22,22,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)Oc2cc3c(cc21)OC(=O)/C3=C1/C(=O)N(C)c2cc(-c3cc(C)c(-c4sc(*)cc4C)s3)ccc21,21,1,Cc1ccsc1-c1sc(-c2ccc3c(c2)N(C)C(=O)/C3=C2/C(=O)Oc3cc4c(cc32)OC(=O)/C4=C2/C(=O)N(C)c3ccccc32)cc1C,Cc1cc(-c2ccc3c(c2)N(C)C(=O)/C3=C2/C(=O)Oc3cc4c(cc32)OC(=O)/C4=C2/C(=O)N(C)c3c[cH:1]ccc32)sc1-c1s[cH:2]cc1C,21,21,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)Oc2cc3c(cc21)OC(=O)/C3=C1/C(=O)N(C)c2cc(-c3cc(C)c(-c4cc(C)c(*)s4)s3)ccc21,21,1,Cc1csc(-c2sc(-c3ccc4c(c3)N(C)C(=O)/C4=C3/C(=O)Oc4cc5c(cc43)OC(=O)/C5=C3/C(=O)N(C)c4ccccc43)cc2C)c1,Cc1cc(-c2ccc3c(c2)N(C)C(=O)/C3=C2/C(=O)Oc3cc4c(cc32)OC(=O)/C4=C2/C(=O)N(C)c3c[cH:1]ccc32)sc1-c1cc(C)[cH:2]s1,21,21,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc6sc(*)cc6s5)s4)=C3C(=O)N2C)nc1,15,1,CN1C(=O)C2=C(c3ccc(-c4cc5sccc5s4)s3)N(C)C(=O)C2=C1c1ccccn1,CN1C(=O)C2=C(c3ccc(-c4cc5s[cH:2]cc5s4)s3)N(C)C(=O)C2=C1c1cc[cH:1]cn1,15,15,True,ok
*c1ccc2c(c1)N(C)C(=O)/C2=C1/C(=O)N(C)c2cc3c(cc21)c(=O)c1cc2c(cc13)c(=O)c1cc3c(cc12)N(C)C(=O)/C3=C1/C(=O)N(C)c2cc(-c3ccc(-c4ccc(*)s4)s3)ccc21,28,1,CN1C(=O)/C(=C2/C(=O)N(C)c3cc4c(cc32)c(=O)c2cc3c(cc24)c(=O)c2cc4c(cc23)N(C)C(=O)/C4=C2/C(=O)N(C)c3cc(-c4ccc(-c5cccs5)s4)ccc32)c2ccccc21,CN1C(=O)/C(=C2/C(=O)N(C)c3cc4c(cc32)c(=O)c2cc3c(cc24)c(=O)c2cc4c(cc23)N(C)C(=O)/C4=C2/C(=O)N(C)c3c[cH:1]ccc32)c2ccc(-c3ccc(-c4cc[cH:2]s4)s3)cc21,28,28,True,ok
*c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(cc(C)c6c7cc(*)sc7cc(C)c56)s4)s3)c3nsnc23)s1,17,1,Cc1cc2sc(-c3ccc(-c4c(F)c(F)c(-c5cccs5)c5nsnc45)s3)cc2c2c(C)cc3sccc3c12,Cc1cc2s[cH:2]cc2c2c(C)cc3sc(-c4ccc(-c5c(F)c(F)c(-c6cc[cH:1]s6)c6nsnc56)s4)cc3c12,17,17,True,ok
*c1ccc2c(n1)N(C)C(=O)/C2=C1/C(=O)Oc2cc3c(cc21)OC(=O)/C3=C1/C(=O)N(C)c2nc(-c3cc(C)c(-c4sc(*)cc4C)s3)ccc21,21,1,Cc1ccsc1-c1sc(-c2ccc3c(n2)N(C)C(=O)/C3=C2/C(=O)Oc3cc4c(cc32)OC(=O)/C4=C2/C(=O)N(C)c3ncccc32)cc1C,Cc1cc(-c2ccc3c(n2)N(C)C(=O)/C3=C2/C(=O)Oc3cc4c(cc32)OC(=O)/C4=C2/C(=O)N(C)c3n[cH:1]ccc32)sc1-c1s[cH:2]cc1C,21,21,True,ok
*c1ccc(C2=c3ccc4c5c(ccc4c3N(C)C2=O)=C(c2ccc(-c3ccc(-c4ccc(*)s4)s3)cc2)C(=O)N5C)cc1,21,1,CN1C(=O)C(c2ccccc2)=c2ccc3c4c(ccc3c21)=C(c1ccc(-c2ccc(-c3cccs3)s2)cc1)C(=O)N4C,CN1C(=O)C(c2ccc(-c3ccc(-c4cc[cH:2]s4)s3)cc2)=c2ccc3c4c(ccc3c21)=C(c1cc[cH:1]cc1)C(=O)N4C,21,21,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4cc5ccc(-c6ccc(-c7ccc(*)s7)s6)cc5s4)=C3C(=O)N2C)s1,17,1,CN1C(=O)C2=C(c3cc4ccc(-c5ccc(-c6cccs6)s5)cc4s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1cc2ccc(-c3ccc(-c4cc[cH:2]s4)s3)cc2s1,17,17,True,ok
*c1ccc(C2=C3C(=O)N(C)C(c4cc5ccc(-c6cc7sc(*)cc7s6)cc5s4)=C3C(=O)N2C)s1,16,1,CN1C(=O)C2=C(c3cc4ccc(-c5cc6sccc6s5)cc4s3)N(C)C(=O)C2=C1c1cccs1,CN1C(=O)C2=C(c3cc[cH:1]s3)N(C)C(=O)C2=C1c1cc2ccc(-c3cc4s[cH:2]cc4s3)cc2s1,16,16,True,ok
*c1ccc(/C=C/c2ccc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(*)o6)=C5C(=O)N4C)o3)o2)o1,17,1,CN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/c5ccco5)o4)o3)N(C)C(=O)C2=C1c1ccco1,CN1C(=O)C2=C(c3cc[cH:2]o3)N(C)C(=O)C2=C1c1ccc(-c2ccc(/C=C/c3cc[cH:1]o3)o2)o1,17,17,True,ok
